session_id	original_session_id
ses-751932499	ses-751932499
ses-751947435	ses-751947435
ses-751974187	ses-751974187
ses-751991626	ses-751991626
ses-751991755	ses-751991755
ses-751992395	ses-751992395
ses-752000548	ses-752000548
ses-752020129	ses-752020129
ses-752027089	ses-752027089
ses-752038049	ses-752038049
ses-752038155	ses-752038155
ses-752063196	ses-752063196
ses-752067761	ses-752067761
ses-752076528	ses-752076528
ses-752081546	ses-752081546
ses-752086111	ses-752086111
ses-752273385	ses-752273385
