participant_id	original_participant_id	species	sex
sub-750787992	sub-750787992	Mus musculus	M
sub-750788002	sub-750788002	Mus musculus	F
sub-750788012	sub-750788012	Mus musculus	F
sub-750789321	sub-750789321	Mus musculus	F
sub-750789345	sub-750789345	Mus musculus	F
sub-755664397	sub-755664397	Mus musculus	F
sub-755664407	sub-755664407	Mus musculus	M
sub-755664417	sub-755664417	Mus musculus	F
sub-755664513	sub-755664513	Mus musculus	M
sub-755664525	sub-755664525	Mus musculus	M
sub-755664549	sub-755664549	Mus musculus	F
sub-755664559	sub-755664559	Mus musculus	M
sub-755664569	sub-755664569	Mus musculus	M
sub-755664579	sub-755664579	Mus musculus	M
sub-755664599	sub-755664599	Mus musculus	F
sub-755664609	sub-755664609	Mus musculus	M
sub-755664855	sub-755664855	Mus musculus	M
sub-756223583	sub-756223583	Mus musculus	M
sub-757080785	sub-757080785	Mus musculus	F
sub-757080819	sub-757080819	Mus musculus	M
sub-758112336	sub-758112336	Mus musculus	M
sub-758112346	sub-758112346	Mus musculus	F
sub-758112356	sub-758112356	Mus musculus	M
sub-758112368	sub-758112368	Mus musculus	M
sub-758112382	sub-758112382	Mus musculus	M
sub-758112406	sub-758112406	Mus musculus	M
sub-758112418	sub-758112418	Mus musculus	F
sub-758112430	sub-758112430	Mus musculus	M
sub-758112440	sub-758112440	Mus musculus	M
sub-758112450	sub-758112450	Mus musculus	F
sub-758112460	sub-758112460	Mus musculus	M
sub-758113069	sub-758113069	Mus musculus	F
sub-758113079	sub-758113079	Mus musculus	F
sub-758113089	sub-758113089	Mus musculus	M
sub-758113099	sub-758113099	Mus musculus	F
sub-760005563	sub-760005563	Mus musculus	M
sub-760005573	sub-760005573	Mus musculus	F
sub-760005583	sub-760005583	Mus musculus	F
sub-760005593	sub-760005593	Mus musculus	F
sub-760005603	sub-760005603	Mus musculus	M
sub-760005613	sub-760005613	Mus musculus	M
sub-760005623	sub-760005623	Mus musculus	F
sub-760005637	sub-760005637	Mus musculus	M
sub-760005669	sub-760005669	Mus musculus	F
sub-760005680	sub-760005680	Mus musculus	F
sub-760006157	sub-760006157	Mus musculus	M
sub-760006169	sub-760006169	Mus musculus	M
sub-760006181	sub-760006181	Mus musculus	M
sub-761831940	sub-761831940	Mus musculus	M
sub-761831950	sub-761831950	Mus musculus	F
sub-761831960	sub-761831960	Mus musculus	M
sub-761831970	sub-761831970	Mus musculus	M
sub-761831980	sub-761831980	Mus musculus	M
sub-761831990	sub-761831990	Mus musculus	M
sub-761832020	sub-761832020	Mus musculus	M
sub-761832032	sub-761832032	Mus musculus	F
sub-761832044	sub-761832044	Mus musculus	M
sub-761832054	sub-761832054	Mus musculus	F
sub-761832064	sub-761832064	Mus musculus	F
sub-761832074	sub-761832074	Mus musculus	F
sub-764895450	sub-764895450	Mus musculus	M
sub-764895460	sub-764895460	Mus musculus	M
sub-764895480	sub-764895480	Mus musculus	F
sub-764895500	sub-764895500	Mus musculus	F
sub-764895520	sub-764895520	Mus musculus	M
sub-764895568	sub-764895568	Mus musculus	F
sub-764895580	sub-764895580	Mus musculus	F
sub-764895628	sub-764895628	Mus musculus	F
sub-767486828	sub-767486828	Mus musculus	M
sub-767486862	sub-767486862	Mus musculus	M
sub-767486883	sub-767486883	Mus musculus	M
sub-767486907	sub-767486907	Mus musculus	M
sub-767486933	sub-767486933	Mus musculus	F
sub-767486959	sub-767486959	Mus musculus	F
sub-767486982	sub-767486982	Mus musculus	F
sub-767487024	sub-767487024	Mus musculus	F
sub-767487068	sub-767487068	Mus musculus	M
sub-767487117	sub-767487117	Mus musculus	F
sub-767487139	sub-767487139	Mus musculus	F
sub-767487157	sub-767487157	Mus musculus	M
sub-775275366	sub-775275366	Mus musculus	M
sub-775275376	sub-775275376	Mus musculus	M
sub-775275386	sub-775275386	Mus musculus	F
sub-775275396	sub-775275396	Mus musculus	M
sub-775275406	sub-775275406	Mus musculus	M
sub-775275416	sub-775275416	Mus musculus	M
sub-775275436	sub-775275436	Mus musculus	F
sub-775275461	sub-775275461	Mus musculus	F
sub-775275471	sub-775275471	Mus musculus	F
sub-775275481	sub-775275481	Mus musculus	M
sub-775275498	sub-775275498	Mus musculus	M
sub-775275512	sub-775275512	Mus musculus	F
sub-775275527	sub-775275527	Mus musculus	M
sub-775275539	sub-775275539	Mus musculus	F
sub-782818178	sub-782818178	Mus musculus	M
sub-782818243	sub-782818243	Mus musculus	M
sub-782818300	sub-782818300	Mus musculus	M
sub-782818329	sub-782818329	Mus musculus	M
sub-782818448	sub-782818448	Mus musculus	F
sub-782818475	sub-782818475	Mus musculus	M
sub-782818501	sub-782818501	Mus musculus	M
sub-782818534	sub-782818534	Mus musculus	M
sub-782818567	sub-782818567	Mus musculus	M
sub-782818593	sub-782818593	Mus musculus	M
sub-790588016	sub-790588016	Mus musculus	M
sub-790588029	sub-790588029	Mus musculus	M
sub-790588039	sub-790588039	Mus musculus	M
sub-790588064	sub-790588064	Mus musculus	M
sub-790588075	sub-790588075	Mus musculus	F
sub-790588085	sub-790588085	Mus musculus	M
sub-790588184	sub-790588184	Mus musculus	F
sub-790588197	sub-790588197	Mus musculus	M
sub-794242456	sub-794242456	Mus musculus	M
sub-794242498	sub-794242498	Mus musculus	M
sub-794242514	sub-794242514	Mus musculus	M
sub-794242536	sub-794242536	Mus musculus	M
sub-794242751	sub-794242751	Mus musculus	M
sub-794933904	sub-794933904	Mus musculus	F
sub-794933954	sub-794933954	Mus musculus	M
sub-799064343	sub-799064343	Mus musculus	M
sub-799064369	sub-799064369	Mus musculus	M
sub-799064387	sub-799064387	Mus musculus	M
sub-799065231	sub-799065231	Mus musculus	M
sub-799065250	sub-799065250	Mus musculus	M
sub-799131067	sub-799131067	Mus musculus	F
sub-799131079	sub-799131079	Mus musculus	F
sub-799297358	sub-799297358	Mus musculus	M
sub-802861263	sub-802861263	Mus musculus	M
sub-803072212	sub-803072212	Mus musculus	M
sub-803072222	sub-803072222	Mus musculus	F
sub-803072232	sub-803072232	Mus musculus	F
sub-803072274	sub-803072274	Mus musculus	F
sub-803072285	sub-803072285	Mus musculus	M
sub-803072306	sub-803072306	Mus musculus	M
sub-803072316	sub-803072316	Mus musculus	M
sub-803072326	sub-803072326	Mus musculus	F
sub-803072358	sub-803072358	Mus musculus	F
sub-803072974	sub-803072974	Mus musculus	F
sub-805647689	sub-805647689	Mus musculus	M
sub-805647699	sub-805647699	Mus musculus	M
sub-805647710	sub-805647710	Mus musculus	M
sub-805647731	sub-805647731	Mus musculus	M
sub-805647742	sub-805647742	Mus musculus	F
sub-805647754	sub-805647754	Mus musculus	F
sub-805647766	sub-805647766	Mus musculus	M
sub-805647803	sub-805647803	Mus musculus	M
sub-805647828	sub-805647828	Mus musculus	M
sub-806551038	sub-806551038	Mus musculus	M
sub-806551049	sub-806551049	Mus musculus	M
sub-806551059	sub-806551059	Mus musculus	F
sub-809076392	sub-809076392	Mus musculus	M
sub-809076455	sub-809076455	Mus musculus	F
sub-809076486	sub-809076486	Mus musculus	M
sub-809277295	sub-809277295	Mus musculus	F
sub-812386012	sub-812386012	Mus musculus	M
sub-812386023	sub-812386023	Mus musculus	F
sub-812386045	sub-812386045	Mus musculus	M
sub-812386057	sub-812386057	Mus musculus	M
sub-812386070	sub-812386070	Mus musculus	M
sub-812386083	sub-812386083	Mus musculus	F
sub-812386096	sub-812386096	Mus musculus	F
sub-812386108	sub-812386108	Mus musculus	M
sub-812386122	sub-812386122	Mus musculus	M
sub-812387428	sub-812387428	Mus musculus	F
sub-812985816	sub-812985816	Mus musculus	F
sub-815493543	sub-815493543	Mus musculus	M
sub-815493554	sub-815493554	Mus musculus	M
sub-815493564	sub-815493564	Mus musculus	M
sub-815493574	sub-815493574	Mus musculus	M
sub-815493650	sub-815493650	Mus musculus	M
sub-815493663	sub-815493663	Mus musculus	F
sub-815493676	sub-815493676	Mus musculus	F
sub-815494012	sub-815494012	Mus musculus	M
sub-815494026	sub-815494026	Mus musculus	F
sub-819254252	sub-819254252	Mus musculus	M
sub-819254269	sub-819254269	Mus musculus	F
sub-819254280	sub-819254280	Mus musculus	M
sub-819254321	sub-819254321	Mus musculus	M
sub-819254331	sub-819254331	Mus musculus	M
sub-819254341	sub-819254341	Mus musculus	M
sub-819254351	sub-819254351	Mus musculus	F
sub-819254363	sub-819254363	Mus musculus	F
sub-819493409	sub-819493409	Mus musculus	F
sub-819493419	sub-819493419	Mus musculus	F
sub-822442500	sub-822442500	Mus musculus	M
sub-822442580	sub-822442580	Mus musculus	M
sub-822442638	sub-822442638	Mus musculus	M
sub-822442658	sub-822442658	Mus musculus	M
sub-822442681	sub-822442681	Mus musculus	F
sub-825548640	sub-825548640	Mus musculus	M
sub-825548652	sub-825548652	Mus musculus	M
sub-825548677	sub-825548677	Mus musculus	M
sub-825548689	sub-825548689	Mus musculus	F
sub-825548701	sub-825548701	Mus musculus	M
sub-825548714	sub-825548714	Mus musculus	M
sub-825548739	sub-825548739	Mus musculus	M
sub-825548755	sub-825548755	Mus musculus	M
sub-825548771	sub-825548771	Mus musculus	M
sub-825548818	sub-825548818	Mus musculus	F
sub-827914362	sub-827914362	Mus musculus	M
sub-829286757	sub-829286757	Mus musculus	F
sub-829286767	sub-829286767	Mus musculus	F
sub-829286777	sub-829286777	Mus musculus	M
sub-829286789	sub-829286789	Mus musculus	M
sub-829287079	sub-829287079	Mus musculus	F
sub-829287091	sub-829287091	Mus musculus	M
sub-833280508	sub-833280508	Mus musculus	M
sub-833280518	sub-833280518	Mus musculus	F
sub-833280529	sub-833280529	Mus musculus	F
sub-833281299	sub-833281299	Mus musculus	M
sub-833281310	sub-833281310	Mus musculus	F
sub-833281321	sub-833281321	Mus musculus	M
sub-833281331	sub-833281331	Mus musculus	M
sub-833281342	sub-833281342	Mus musculus	M
sub-833281352	sub-833281352	Mus musculus	F
sub-836125503	sub-836125503	Mus musculus	M
sub-836125537	sub-836125537	Mus musculus	M
sub-836125553	sub-836125553	Mus musculus	M
sub-836125567	sub-836125567	Mus musculus	F
sub-836125640	sub-836125640	Mus musculus	F
sub-836127696	sub-836127696	Mus musculus	M
sub-836127712	sub-836127712	Mus musculus	M
sub-836127723	sub-836127723	Mus musculus	M
sub-839065358	sub-839065358	Mus musculus	M
sub-839065432	sub-839065432	Mus musculus	M
sub-839065452	sub-839065452	Mus musculus	M
sub-839065476	sub-839065476	Mus musculus	M
sub-839065509	sub-839065509	Mus musculus	F
sub-839065526	sub-839065526	Mus musculus	F
sub-839065548	sub-839065548	Mus musculus	M
sub-839065578	sub-839065578	Mus musculus	F
sub-839065713	sub-839065713	Mus musculus	M
sub-839065743	sub-839065743	Mus musculus	M
sub-842380469	sub-842380469	Mus musculus	F
sub-842380479	sub-842380479	Mus musculus	F
sub-842380489	sub-842380489	Mus musculus	F
sub-842380499	sub-842380499	Mus musculus	F
sub-842380509	sub-842380509	Mus musculus	M
sub-842380531	sub-842380531	Mus musculus	F
sub-842380550	sub-842380550	Mus musculus	F
sub-842380566	sub-842380566	Mus musculus	F
sub-842380578	sub-842380578	Mus musculus	F
sub-842380590	sub-842380590	Mus musculus	F
sub-842380602	sub-842380602	Mus musculus	F
sub-842380940	sub-842380940	Mus musculus	F
sub-842380950	sub-842380950	Mus musculus	F
sub-844940716	sub-844940716	Mus musculus	M
sub-844940727	sub-844940727	Mus musculus	M
sub-844940737	sub-844940737	Mus musculus	M
sub-844940748	sub-844940748	Mus musculus	F
sub-844941245	sub-844941245	Mus musculus	M
sub-844941269	sub-844941269	Mus musculus	M
sub-844941307	sub-844941307	Mus musculus	M
sub-844941326	sub-844941326	Mus musculus	M
sub-844941341	sub-844941341	Mus musculus	M
sub-848629946	sub-848629946	Mus musculus	M
sub-848629958	sub-848629958	Mus musculus	F
sub-848629970	sub-848629970	Mus musculus	F
sub-848630023	sub-848630023	Mus musculus	M
sub-853105385	sub-853105385	Mus musculus	M
sub-853715043	sub-853715043	Mus musculus	M
sub-853715067	sub-853715067	Mus musculus	M
sub-853715088	sub-853715088	Mus musculus	F
sub-853715112	sub-853715112	Mus musculus	F
sub-853715134	sub-853715134	Mus musculus	M
sub-853715156	sub-853715156	Mus musculus	M
sub-853715182	sub-853715182	Mus musculus	F
sub-853715204	sub-853715204	Mus musculus	F
sub-853717190	sub-853717190	Mus musculus	F
sub-856672374	sub-856672374	Mus musculus	M
sub-856672385	sub-856672385	Mus musculus	F
sub-856672395	sub-856672395	Mus musculus	F
sub-856672409	sub-856672409	Mus musculus	F
sub-856673117	sub-856673117	Mus musculus	F
sub-859736306	sub-859736306	Mus musculus	M
sub-859736327	sub-859736327	Mus musculus	F
sub-859736370	sub-859736370	Mus musculus	F
sub-859736400	sub-859736400	Mus musculus	M
sub-859736425	sub-859736425	Mus musculus	M
sub-859736439	sub-859736439	Mus musculus	F
sub-859736459	sub-859736459	Mus musculus	F
sub-861754513	sub-861754513	Mus musculus	F
sub-864489736	sub-864489736	Mus musculus	F
sub-864489769	sub-864489769	Mus musculus	F
sub-864489796	sub-864489796	Mus musculus	F
sub-864489819	sub-864489819	Mus musculus	M
sub-864489846	sub-864489846	Mus musculus	M
sub-864489869	sub-864489869	Mus musculus	M
sub-864489910	sub-864489910	Mus musculus	F
sub-864489923	sub-864489923	Mus musculus	F
sub-868713184	sub-868713184	Mus musculus	F
sub-868713200	sub-868713200	Mus musculus	F
sub-868713220	sub-868713220	Mus musculus	F
sub-868713243	sub-868713243	Mus musculus	F
sub-868713258	sub-868713258	Mus musculus	M
sub-868713276	sub-868713276	Mus musculus	M
sub-868713302	sub-868713302	Mus musculus	M
sub-868713317	sub-868713317	Mus musculus	F
sub-868713341	sub-868713341	Mus musculus	M
sub-868713372	sub-868713372	Mus musculus	M
sub-868713387	sub-868713387	Mus musculus	M
sub-877347876	sub-877347876	Mus musculus	F
sub-881374649	sub-881374649	Mus musculus	M
sub-881374661	sub-881374661	Mus musculus	F
sub-881374742	sub-881374742	Mus musculus	M
sub-881374761	sub-881374761	Mus musculus	F
sub-881378646	sub-881378646	Mus musculus	F
sub-885375403	sub-885375403	Mus musculus	M
sub-885375416	sub-885375416	Mus musculus	M
sub-885375430	sub-885375430	Mus musculus	F
sub-885375443	sub-885375443	Mus musculus	M
sub-885375472	sub-885375472	Mus musculus	M
sub-885375506	sub-885375506	Mus musculus	F
sub-885375520	sub-885375520	Mus musculus	M
sub-885375536	sub-885375536	Mus musculus	M
sub-885375554	sub-885375554	Mus musculus	M
sub-885375570	sub-885375570	Mus musculus	F
sub-889551920	sub-889551920	Mus musculus	M
sub-889551932	sub-889551932	Mus musculus	M
sub-889551957	sub-889551957	Mus musculus	M
sub-889551983	sub-889551983	Mus musculus	M
sub-889552264	sub-889552264	Mus musculus	M
sub-889552276	sub-889552276	Mus musculus	F
sub-894285831	sub-894285831	Mus musculus	M
sub-894285944	sub-894285944	Mus musculus	M
sub-894285971	sub-894285971	Mus musculus	M
sub-894285997	sub-894285997	Mus musculus	M
sub-894287222	sub-894287222	Mus musculus	M
sub-894287271	sub-894287271	Mus musculus	M
sub-899526480	sub-899526480	Mus musculus	F
sub-899526510	sub-899526510	Mus musculus	F
sub-899526566	sub-899526566	Mus musculus	M
sub-899526705	sub-899526705	Mus musculus	F
sub-899526733	sub-899526733	Mus musculus	M
sub-899526769	sub-899526769	Mus musculus	M
sub-899526804	sub-899526804	Mus musculus	F
sub-902290710	sub-902290710	Mus musculus	M
sub-902290725	sub-902290725	Mus musculus	M
sub-902290737	sub-902290737	Mus musculus	M
sub-902290751	sub-902290751	Mus musculus	F
sub-907862449	sub-907862449	Mus musculus	M
sub-907862473	sub-907862473	Mus musculus	F
sub-907862529	sub-907862529	Mus musculus	M
sub-907862552	sub-907862552	Mus musculus	F
sub-907862629	sub-907862629	Mus musculus	F
sub-907862708	sub-907862708	Mus musculus	M
sub-911031953	sub-911031953	Mus musculus	F
sub-911031965	sub-911031965	Mus musculus	M
sub-911031991	sub-911031991	Mus musculus	F
sub-911032005	sub-911032005	Mus musculus	M
sub-911032029	sub-911032029	Mus musculus	M
sub-911032053	sub-911032053	Mus musculus	F
sub-911725038	sub-911725038	Mus musculus	M
sub-914420024	sub-914420024	Mus musculus	M
sub-914420038	sub-914420038	Mus musculus	F
sub-914420054	sub-914420054	Mus musculus	F
sub-914420066	sub-914420066	Mus musculus	F
sub-914420078	sub-914420078	Mus musculus	M
sub-914420091	sub-914420091	Mus musculus	M
sub-914420110	sub-914420110	Mus musculus	F
sub-914420134	sub-914420134	Mus musculus	F
sub-914420147	sub-914420147	Mus musculus	F
sub-914420159	sub-914420159	Mus musculus	F
sub-917154087	sub-917154087	Mus musculus	F
sub-918438561	sub-918438561	Mus musculus	M
sub-918438574	sub-918438574	Mus musculus	M
sub-918438586	sub-918438586	Mus musculus	M
sub-918438599	sub-918438599	Mus musculus	M
sub-918438614	sub-918438614	Mus musculus	M
sub-918438631	sub-918438631	Mus musculus	M
sub-918438646	sub-918438646	Mus musculus	M
sub-918438684	sub-918438684	Mus musculus	F
sub-922885270	sub-922885270	Mus musculus	M
sub-922885296	sub-922885296	Mus musculus	F
sub-922885324	sub-922885324	Mus musculus	M
sub-922885337	sub-922885337	Mus musculus	F
sub-922886364	sub-922886364	Mus musculus	M
sub-922886377	sub-922886377	Mus musculus	F
sub-922886419	sub-922886419	Mus musculus	M
sub-922886434	sub-922886434	Mus musculus	M
sub-924289335	sub-924289335	Mus musculus	M
sub-934128927	sub-934128927	Mus musculus	M
sub-934128952	sub-934128952	Mus musculus	M
sub-938461904	sub-938461904	Mus musculus	M
sub-938461934	sub-938461934	Mus musculus	M
sub-938461987	sub-938461987	Mus musculus	M
sub-938462014	sub-938462014	Mus musculus	M
sub-938462065	sub-938462065	Mus musculus	F
sub-942633636	sub-942633636	Mus musculus	M
sub-942633653	sub-942633653	Mus musculus	M
sub-942633666	sub-942633666	Mus musculus	F
sub-942633698	sub-942633698	Mus musculus	F
sub-948346165	sub-948346165	Mus musculus	M
sub-948346177	sub-948346177	Mus musculus	M
sub-948346189	sub-948346189	Mus musculus	M
sub-948346238	sub-948346238	Mus musculus	F
sub-948348856	sub-948348856	Mus musculus	M
sub-948348870	sub-948348870	Mus musculus	M
sub-948348933	sub-948348933	Mus musculus	F
sub-948348959	sub-948348959	Mus musculus	F
sub-959090058	sub-959090058	Mus musculus	M
sub-959090099	sub-959090099	Mus musculus	M
sub-959090120	sub-959090120	Mus musculus	F
sub-961065463	sub-961065463	Mus musculus	F
sub-964727557	sub-964727557	Mus musculus	M
sub-964727585	sub-964727585	Mus musculus	M
sub-964998591	sub-964998591	Mus musculus	F
sub-967547936	sub-967547936	Mus musculus	M
sub-967547978	sub-967547978	Mus musculus	F
sub-967548033	sub-967548033	Mus musculus	F
sub-972004945	sub-972004945	Mus musculus	M
sub-972332978	sub-972332978	Mus musculus	F
sub-973628758	sub-973628758	Mus musculus	F
sub-974588666	sub-974588666	Mus musculus	F
sub-974588699	sub-974588699	Mus musculus	F
sub-974588712	sub-974588712	Mus musculus	F
sub-974588747	sub-974588747	Mus musculus	M
sub-977022299	sub-977022299	Mus musculus	M
sub-982382865	sub-982382865	Mus musculus	M
sub-982382878	sub-982382878	Mus musculus	M
sub-982382907	sub-982382907	Mus musculus	M
sub-982382956	sub-982382956	Mus musculus	M
sub-985724239	sub-985724239	Mus musculus	F
sub-985736113	sub-985736113	Mus musculus	F
sub-985736139	sub-985736139	Mus musculus	F
sub-985736169	sub-985736169	Mus musculus	F
sub-985736195	sub-985736195	Mus musculus	F
sub-985736223	sub-985736223	Mus musculus	M
sub-985736238	sub-985736238	Mus musculus	F
sub-992385481	sub-992385481	Mus musculus	M
sub-992385491	sub-992385491	Mus musculus	M
sub-992385538	sub-992385538	Mus musculus	M
sub-992385550	sub-992385550	Mus musculus	F
sub-992435487	sub-992435487	Mus musculus	M
